ID,Control,Highest degree offered,,Admission rate (%),Admission yield (%),Admissions total,Applicants total,Tuition and fees 2013-14 ($),Full-time enrollment,Graduate enrollment,Part-time enrollment,Total enrollment,Undergraduate enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Geographic region,ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C1049,Public,Master's degree,,74,29,2180,2931,19850,1431,582,729,2160,1578,4,16,21,Southeast,19,23,410,540,430,550,400,510
C1050,Public,Doctoral degree,,65,25,1574,2414,38941,867,0,160,1027,1027,11,12,31,Southeast,23,29,530,640,540,650,520,630
C1051,Public,Doctoral degree,,25,24,4931,19863,4850,2112,335,328,2440,2105,64,68,69,New England,21,26,450,540,460,530,,
C1052,Private,Doctoral degree,,,,,,40265,315,0,253,568,568,33,51,54,Southeast,21,26,450,550,450,550,,
C1053,Public,Doctoral degree,,77,24,4090,5336,13350,2526,462,1938,4464,4002,17,34,37,Rocky Mountains,20,26,445,575,465,580,,
C1054,Private,Doctoral degree,,78,24,1229,1580,13332,4325,916,746,5071,4155,24,30,30,Plains,22,27,490,590,520,620,470,560
C1055,Private,Master's degree,,86,30,3812,4431,18930,2582,755,447,3029,2274,22,45,48,Plains,23,26,510,590,510,600,505,600
C1056,Public,Master's degree,,72,40,807,1120,26180,9743,2661,3035,12778,10117,7,17,20,Great Lakes,19,25,470,580,480,600,460,570
C1057,Private,Master's degree,,72,25,2327,3217,5889,22482,7879,3429,25911,18032,9,22,24,Far West,19,23,460,550,450,540,,
C1058,Private,Doctoral degree,,56,24,2874,5164,10446,21771,2863,454,22225,19362,16,37,48,Southeast,,,,,,,,
C1059,Private,Doctoral degree,,47,28,922,1943,20449,1105,387,394,1499,1112,34,50,53,New England,24,30,550,710,540,660,,
C1060,Public,Master's degree,,94,31,2969,3147,6226,1235,1707,4987,6222,4515,35,48,51,Mid East,16,21,410,520,430,530,400,510
C1061,Private,Master's degree,,75,19,1994,2660,5349,11279,6450,1088,12367,5917,16,39,49,Southeast,,,,,,,,
C1062,Private,Master's degree,,55,36,577,1049,6971,822,36,355,1177,1141,42,64,69,Mid East,,,,,,,,
C1063,Private,Bachelor's degree,,62,27,4879,7881,8976,7375,2779,227,7602,4823,18,38,43,New England,19,25,430,530,440,570,410,520
C1064,Private,Doctoral degree,,47,30,361,767,29900,497,0,0,497,497,87,92,93,Southwest,21,26,480,570,500,600,,
C1065,Private,Doctoral degree,,89,27,8190,9248,9510,578,75,83,661,586,20,41,46,Southeast,21,26,380,540,440,590,380,520
C1066,Private,Doctoral degree,,43,22,7566,17545,35308,4267,0,2210,6477,6477,52,58,60,Great Lakes,16,22,420,510,430,510,410,510
C1067,Public,Doctoral degree,,33,32,4665,14046,5480,2600,0,1873,4473,4473,25,40,45,Mid East,20,27,360,480,410,480,,
C1068,Private,Doctoral degree,,87,35,4900,5638,28210,3740,1394,542,4282,2888,0,0,0,Southwest,28,31,590,690,620,720,600,690
C1069,Private,Master's degree,,,,,,38952,4062,1257,446,4508,3251,42,61,65,Great Lakes,18,23,430,540,440,540,410,520
C1070,Private,Master's degree,,61,23,2129,3515,27146,10764,1793,4246,15010,13217,53,61,63,Southeast,25,30,550,670,540,690,540,650
C1071,Public,Master's degree,,63,28,6381,10208,5820,5414,3777,1901,7315,3538,15,32,37,Mid East,20,26,470,610,490,620,470,610
C1072,Private,Doctoral degree,,67,18,1758,2605,43900,1254,0,52,1306,1306,88,92,93,Southeast,21,26,470,570,480,590,,
C1073,Private,Doctoral degree,,58,27,2049,3555,8724,1317,21,278,1595,1574,37,62,68,Southeast,,,,,,,,
C1074,Private,Master's degree,,72,39,2170,3023,22350,1303,1111,1145,2448,1337,,,,Great Lakes,,,,,,,,
C1075,Private,Doctoral degree,,,,,,35108,5550,3580,3246,8796,5216,59,70,71,Great Lakes,,,560,660,570,680,570,670
C1076,Private,Doctoral degree,,57,22,3747,6546,14240,2832,864,775,3607,2743,87,93,95,Far West,18,23,,,,,,
C1077,Public,Master's degree,,93,41,2801,3022,7554,1253,0,239,1492,1492,14,23,30,Southeast,,,,,,,,
C1078,Public,Master's degree,,83,31,13259,15970,28790,3113,1987,2309,5422,3435,40,48,49,Great Lakes,20,24,440,590,450,580,,
C1079,Private,Master's degree,,85,29,777,909,27100,4580,124,343,4923,4799,38,50,52,Southeast,21,27,470,580,480,590,460,570
C1080,Private,Bachelor's degree,,56,28,828,1488,14410,1132,0,36,1168,1168,14,28,28,Southeast,19,24,440,560,450,550,430,530
C1081,Private,Doctoral degree,,48,37,419,876,29624,1505,0,36,1541,1541,72,77,77,Southeast,21,26,480,590,500,610,,
C1082,Private,Doctoral degree,,95,38,2944,3096,13762,3541,266,691,4232,3966,44,58,59,Far West,20,26,470,590,480,600,450,570
C1083,Public,Master's degree,,64,28,1944,3036,29370,482,0,117,599,599,36,56,62,Southeast,22,28,480,585,495,600,,
C1084,Private,Doctoral degree,,83,26,3101,3721,39710,12228,3635,4047,16275,12640,51,77,81,Southwest,22,28,500,640,505,640,490,610
C1085,Public,Master's degree,,37,13,1752,4777,10613,10164,3417,1618,11782,8365,25,35,38,Southwest,31,34,680,780,700,790,690,780
C1086,Private,Master's degree,,83,29,9152,11019,10800,1378,0,41,1419,1419,26,41,43,New England,19,23,440,530,460,550,430,530
C1087,Private,Bachelor's degree,,17,45,1203,7069,7412,1199,0,2178,3377,3377,68,84,86,New England,19,25,450,550,460,560,440,540
C1088,Private,Doctoral degree,,58,31,828,1433,35370,7602,2261,1201,8803,6542,46,58,59,Great Lakes,21,27,500,600,500,610,,
C1089,Private,Master's degree,,38,53,786,2091,31290,1916,151,1127,3043,2892,51,60,60,Far West,17,22,430,530,410,520,400,520
C1090,Private,Bachelor's degree,,55,22,11744,21178,10391,3588,2490,2730,6318,3828,,,,Southwest,,,,,,,,
C1091,Private,Doctoral degree,,73,26,3509,4816,33371,2410,92,96,2506,2414,52,57,71,Southeast,21,28,490,610,510,620,,
C1092,Private,Master's degree,,92,34,1867,2023,37300,4943,1412,3612,8555,7143,14,31,36,Southwest,18,21,410,500,430,510,390,480
C1093,Private,Bachelor's degree,,,,,,32560,7892,2547,2912,10804,8257,,,,Southeast,,,,,,,,
C1094,Private,Doctoral degree,,79,47,2427,3073,31095,854,0,68,922,922,,,,Mid East,25,31,550,670,600,700,,
C1095,Private,Doctoral degree,,76,22,9399,12364,5554,6815,3017,1860,8675,5658,29,46,50,Far West,21,27,480,600,490,630,,
C1096,Public,Doctoral degree,,23,15,3612,15518,7457,5164,690,599,5763,5073,43,62,67,Mid East,18,24,440,480,550,640,,
C1097,Private,Master's degree,,93,40,976,1051,46165,897,0,18,915,915,51,60,61,Great Lakes,25,30,550,640,590,670,520,620
C1098,Private,Bachelor's degree,,32,19,15301,47364,31716,5988,398,1435,7423,7025,26,40,44,Southeast,24,29,520,650,540,660,520,650
C1099,Private,Master's degree,,35,18,3519,10022,30690,39794,12121,1001,40795,28674,25,44,50,Far West,23,26,560,660,560,660,560,660
C1100,Public,Master's degree,,8,72,1548,18989,46930,5165,0,3185,8350,8350,29,45,48,Great Lakes,20,24,480,570,470,550,450,540
C1101,Private,Master's degree,,72,15,2041,2825,27350,1167,0,21,1188,1188,80,84,84,Southeast,23,29,520,670,510,650,510,630
C1102,Private,Doctoral degree,,48,25,1104,2280,13392,12900,3860,3756,16656,12796,30,55,61,Mid East,15,20,370,470,400,500,,
C1103,Private,Bachelor's degree,,57,28,13053,23093,34788,574,303,1087,1661,1358,6,16,22,Southeast,18,22,,,,,,
C1104,Private,Doctoral degree,,62,42,9658,15535,5916,2546,187,1347,3893,3706,15,39,48,Great Lakes,17,20,350,450,383,438,,
C1105,Private,Doctoral degree,,54,30,618,1150,5938,338,33,8,346,313,34,53,56,Mid East,,,,,,,,
C1106,Public,Master's degree,,59,17,2785,4729,27930,5808,234,226,6034,5800,25,47,51,Far West,,,,,,,,
C1107,Public,Master's degree,,53,19,2290,4354,12097,8739,2065,2508,11247,9182,25,37,41,Southeast,19,24,440,560,450,570,420,560
C1108,Private,Bachelor's degree,,,,,,,5770,1234,1328,7098,5864,21,37,42,Rocky Mountains,,,,,,,,
C1109,Public,Master's degree,,82,25,3048,3719,33480,29023,5209,9302,38325,33116,24,34,37,Southeast,20,25,450,550,480,560,430,530
C1110,Private,Doctoral degree,,53,37,1827,3467,7400,1340,0,46,1386,1386,59,67,68,Mid East,17,20,420,520,410,530,410,510
C1111,Private,Doctoral degree,,78,14,17357,22381,28932,1593,0,240,1833,1833,64,64,64,Southeast,,,,,,,,
C1112,Private,Master's degree,,79,28,926,1171,13388,1579,551,706,2285,1734,14,19,27,Plains,19,24,440,550,450,560,420,530
C1113,Public,Master's degree,,85,18,3004,3546,5415,7088,1105,2225,9313,8208,22,40,43,Southeast,15,19,380,480,370,480,,
C1114,Private,Doctoral degree,,71,29,1894,2660,8550,5213,1633,1607,6820,5187,24,47,53,Mid East,26,30,550,690,620,740,570,670
C1115,Private,Master's degree,,,,,,7083,1255,264,1167,2422,2158,51,65,67,Mid East,23,28,500,620,540,650,520,630
C1116,Private,Master's degree,,67,26,933,1396,5514,4492,240,758,5250,5010,21,35,41,New England,,,450,540,470,560,,
C1117,Private,Bachelor's degree,,99,55,264,267,9960,4802,1680,2574,7376,5696,25,58,63,Great Lakes,,,,,,,,
C1118,Private,Doctoral degree,,70,25,2100,3006,36020,1519,407,379,1898,1491,55,61,62,Southeast,28,32,630,720,600,690,630,730
C1119,Public,Master's degree,,73,18,3034,4167,6972,3948,2027,2488,6436,4409,45,63,66,Southeast,18,22,440,520,430,510,420,510
C1120,Public,Master's degree,,26,34,2209,8374,11681,35388,8951,5233,40621,31670,22,42,50,Plains,19,24,450,550,440,560,440,540
C1121,Public,Master's degree,,71,42,617,866,19200,8278,1959,5029,13307,11348,36,54,58,Mid East,,,,,,,,
C1122,Public,Bachelor's degree,,69,32,1293,1873,,1808,108,506,2314,2206,36,47,48,Plains,17,22,410,540,410,540,,
C1123,Public,Bachelor's degree,,52,21,14686,28143,8160,3714,114,343,4057,3943,74,86,87,Far West,21,26,490,580,500,600,480,580
C1124,Public,Bachelor's degree,,45,16,1050,2348,7222,2665,549,328,2993,2444,36,48,51,Mid East,23,28,500,610,490,600,500,600
C1125,Public,Bachelor's degree,,88,42,3169,3606,26740,2071,134,590,2661,2527,56,68,69,Southeast,22,28,500,620,490,620,490,600
C1126,Public,Bachelor's degree,,67,16,2536,3793,12584,7356,4653,6679,14035,9382,31,44,46,Mid East,27,31,600,690,600,700,610,700
C1127,Public,Bachelor's degree,,70,48,6888,9845,11902,803,90,108,911,821,32,57,63,New England,20,25,460,580,460,570,445,560
C1128,Public,Bachelor's degree,,60,19,19851,33137,7816,935,431,421,1356,925,35,50,53,Plains,28,32,640,740,630,720,620,720
C1129,Public,Doctoral degree,,62,34,757,1227,18740,2283,203,336,2619,2416,22,40,46,Great Lakes,21,27,480,600,470,570,,
C1130,Public,Bachelor's degree,,74,32,1432,1932,35240,876,258,354,1230,972,13,29,36,Great Lakes,30,33,660,750,650,740,660,750
C1131,Public,Bachelor's degree,,49,18,1310,2652,23938,6472,1282,4886,11358,10076,24,35,38,Southeast,,,,,,,,
C1132,Public,Bachelor's degree,,57,19,2110,3684,38952,1926,683,836,2762,2079,8,30,36,Far West,32,34,700,760,720,790,700,770
C1133,Public,Bachelor's degree,,68,49,418,612,21200,16179,4590,4564,20743,16153,22,52,58,Mid East,18,25,420,550,440,580,380,560
C1134,Public,Doctoral degree,,64,19,8626,13389,8256,1935,669,1092,3027,2358,65,69,70,Mid East,19,26,472,590,460,547,,
C1135,Public,Master's degree,,38,33,1899,4977,29377,2554,3247,2641,5195,1948,33,47,48,Mid East,15,21,365,537,357,447,,
C1136,Public,Bachelor's degree,,51,38,530,1033,35050,3111,1100,1100,4211,3111,22,35,37,Southeast,,,,,,,,
C1137,Public,Bachelor's degree,,72,55,1183,1639,38780,532,156,208,740,584,,,,Southwest,18,23,440,523,420,540,,
C1138,Public,Bachelor's degree,,84,35,1639,1958,7094,1118,196,0,1118,922,84,93,95,Plains,22,26,470,570,490,610,,
C1139,Public,Master's degree,,64,20,1819,2856,7430,1695,0,10,1705,1705,59,62,63,New England,,,,,,,,
C1140,Private,Master's degree,,53,18,1986,3721,8968,2706,331,305,3011,2680,90,94,95,Southeast,19,24,440,540,450,550,430,520
C1141,Private,Doctoral degree,,71,17,2329,3270,4790,6663,1984,1466,8129,6145,37,49,55,Great Lakes,17,23,468,575,473,585,370,545
C1142,Private,Doctoral degree,,76,25,8786,11524,23170,12965,2257,1960,14925,12668,,,,Mid East,21,26,490,600,490,590,490,580
C1143,Private,Master's degree,,55,26,3480,6297,23690,3974,1203,1587,5561,4358,29,42,44,Far West,,,,,,,,
C1144,Public,Bachelor's degree,,54,41,853,1585,21300,12028,3758,3037,15065,11307,18,28,34,Mid East,21,27,,,,,,
C1145,Public,Bachelor's degree,,100,33,306,306,23812,486,47,4,490,443,11,27,31,Plains,,,,,,,,
C1146,Public,Bachelor's degree,,,,,,11277,4268,891,2179,6447,5556,7,24,32,Far West,21,26,,,510,590,,
C1147,Public,Doctoral degree,,71,18,1982,2778,25636,439,0,453,892,892,22,38,43,Southeast,21,25,470,590,470,590,,
C1148,Private,Master's degree,,46,27,2193,4770,17211,991,16,93,1084,1068,0,3,17,Great Lakes,18,22,440,520,440,525,,
C1149,Private,Doctoral degree,,98,39,1158,1186,6317,2792,635,1868,4660,4025,34,58,63,Great Lakes,21,26,460,560,470,580,,
C1150,Private,Master's degree,,68,16,18448,27321,28090,57,159,158,215,56,29,36,38,Far West,,,,,,,,
C1151,Private,Doctoral degree,,34,18,7560,22171,24930,1792,448,428,2220,1772,57,62,62,Southeast,19,26,460,558,463,578,,
C1152,Private,Doctoral degree,,64,29,1240,1931,10107,1327,150,22,1349,1199,14,23,26,Mid East,21,29,450,670,470,670,440,660
C1153,Private,Doctoral degree,,64,17,1912,2984,13149,1815,401,566,2381,1980,35,52,57,Southeast,23,28,530,630,540,630,,
C1154,Private,Doctoral degree,,78,36,6082,7832,8340,2541,159,0,2541,2382,81,86,87,Mid East,,,,,,,,
C1155,Private,Master's degree,,78,28,1391,1792,27042,2756,268,56,2812,2544,87,93,94,Southeast,20,26,470,570,480,580,,
C1156,Public,Master's degree,,,,,,13555,4361,1820,472,4833,3013,37,56,60,New England,24,30,520,660,510,630,,
C1157,Public,Doctoral degree,,48,27,4091,8570,33320,1596,0,14,1610,1610,63,73,74,New England,21,26,500,610,500,600,490,590
C1158,Private,Bachelor's degree,,,,,,40458,2592,16,1429,4021,4005,23,45,51,Great Lakes,15,18,420,650,420,640,380,610
C1159,Private,Bachelor's degree,,48,22,3933,8198,28852,207,0,76,283,283,4,16,20,Rocky Mountains,,,,,,,,
C1160,Public,Doctoral degree,,89,31,3174,3562,7186,2315,35,69,2384,2349,34,51,55,Great Lakes,,,410,510,420,530,,
C1161,Private,Bachelor's degree,,89,81,422,472,16024,9148,4335,3476,12624,8289,51,64,74,Southeast,30,32,620,720,650,740,,
C1162,Private,Bachelor's degree,,,,,,18230,805,0,2,807,807,41,51,53,Mid East,22,29,516,653,499,639,507,648
C1163,Private,Master's degree,,91,33,984,1083,9178,188,117,41,229,112,45,62,64,Southwest,15,23,430,540,410,530,420,520
C1164,Private,Doctoral degree,,84,52,4888,5812,6752,2124,885,3007,5131,4246,30,56,67,Southeast,17,21,410,490,410,500,,
C1165,Private,Bachelor's degree,,77,49,608,787,8991,582,383,10,592,209,33,39,41,Far West,20,24,460,550,500,600,440,530
C1166,Private,Doctoral degree,,67,21,3137,4668,6998,2259,197,99,2358,2161,65,68,69,Southeast,19,26,450,570,450,580,440,570
C1167,Public,Master's degree,,56,48,10352,18458,22400,19092,6170,2175,21267,15097,76,78,80,Plains,17,20,430,510,450,530,,
C1168,Private,Master's degree,,,,,,28884,351,0,0,351,351,44,55,55,Great Lakes,18,23,420,540,430,550,410,520
C1169,Private,Doctoral degree,,66,19,1164,1751,27840,587,29,478,1065,1036,44,56,58,Great Lakes,20,25,440,580,455,600,,
C1170,Private,Doctoral degree,,74,19,1580,2127,23210,2025,0,20,2045,2045,23,46,51,Rocky Mountains,,,,,,,,
C1171,Private,Master's degree,,70,14,5035,7174,30149,12001,1490,1936,13937,12447,44,56,58,Southwest,18,22,450,540,450,540,440,520
C1172,Private,Doctoral degree,,,,,,33320,3554,925,586,4140,3215,63,76,77,Rocky Mountains,22,28,500,610,500,610,,
C1173,Private,Doctoral degree,,54,27,5370,9949,6816,1456,2,191,1647,1645,0,0,0,Southeast,18,23,,,,,,
C1174,Private,Master's degree,,67,28,896,1340,17418,6711,3943,1308,8019,4076,22,37,42,Great Lakes,21,27,423,605,470,580,420,560
C1175,Private,Doctoral degree,,76,27,176,232,30350,17779,4969,12980,30759,25790,,,,Far West,17,22,380,500,380,550,,
C1176,Private,Master's degree,,59,42,8464,14258,29589,383,41,68,451,410,88,95,97,Great Lakes,20,25,460,550,470,580,460,560
C1177,Private,Master's degree,,70,33,1560,2231,20450,42498,9972,6204,48702,38730,29,48,53,Southeast,,,,,,,,
C1178,Public,Doctoral degree,,18,34,643,3539,14730,1264,53,102,1366,1313,36,41,41,Great Lakes,27,31,590,675,600,690,590,680
C1179,Public,Doctoral degree,,,,,,10780,11138,6773,163,11301,4528,23,42,49,Rocky Mountains,21,27,440,550,460,580,,
C1180,Private,Master's degree,,23,66,290,1242,6578,2037,418,207,2244,1826,38,47,49,Southeast,21,27,480,640,500,600,470,610
C1181,Private,Doctoral degree,,87,50,2254,2602,6462,7935,2691,79,8014,5323,10,13,15,Southwest,,,,,,,,
C1182,Private,Bachelor's degree,,81,27,703,865,27456,4987,724,2114,7101,6377,62,68,69,Southeast,23,28,520,630,520,630,,
C1183,Private,Doctoral degree,,30,70,10,33,45446,1148,834,2658,3806,2972,21,44,53,Far West,18,23,460,560,470,570,,
C1184,Private,Master's degree,,72,16,5806,8078,44718,18706,7994,5708,24414,16420,32,46,50,Mid East,,,,,,,,
C1185,Private,Bachelor's degree,,,,,,6248,1008,0,37,1045,1045,22,39,45,New England,19,24,450,560,440,540,,
C1186,Private,Master's degree,,52,26,673,1287,37162,140,0,0,140,140,17,31,37,Mid East,,,,,,,,
C1187,Public,Master's degree,,61,33,14199,23429,9470,1133,0,100,1233,1233,72,77,78,Great Lakes,22,28,525,650,515,615,465,605
C1188,Public,Master's degree,,72,21,3726,5165,39550,1669,311,183,1852,1541,4,12,20,Far West,21,26,480,600,500,600,470,570
C1189,Private,Master's degree,,88,11,1382,1567,6642,3949,114,404,4353,4239,13,27,35,Far West,18,24,350,490,420,548,,
C1190,Public,Doctoral degree,,58,20,2997,5147,41494,1249,131,455,1704,1573,60,81,85,Far West,21,25,,,,,,
C1191,Private,Master's degree,,,,,,5337,671,48,44,715,667,59,68,70,Far West,17,22,410,520,430,540,,
C1192,Private,Doctoral degree,,85,40,1021,1198,,9255,3720,857,10112,6392,33,47,48,Southeast,16,19,410,490,410,490,390,480
C1193,Private,Master's degree,,67,38,3667,5475,21842,5780,2814,1642,7422,4608,12,27,32,Plains,,,580,690,620,730,,
C1194,Private,Master's degree,,,,,,23530,6729,1038,1399,8128,7090,18,31,34,Mid East,,,,,,,,
C1195,Private,Doctoral degree,,,,,,27914,887,63,6,893,830,47,54,55,Great Lakes,19,26,440,600,460,570,430,590
C1196,Public,Master's degree,,81,44,562,693,15901,265,8,13,278,270,42,54,56,Southeast,24,30,550,680,530,660,,
C1197,Private,Master's degree,,79,38,16473,20956,7947,1118,68,0,1118,1050,17,37,44,Mid East,18,23,430,520,440,540,,
C1198,Public,Master's degree,,36,76,21,58,25114,1318,0,10,1328,1328,20,36,42,Mid East,27,30,620,720,570,660,590,680
C1199,Private,Master's degree,,63,54,189,302,30740,1220,1591,1420,2640,1049,49,75,79,Southeast,20,22,420,520,410,550,390,505
C1200,Private,Bachelor's degree,,,,,,6628,906,8,159,1065,1057,17,34,41,Mid East,18,23,,,,,,
C1201,Private,Bachelor's degree,,97,30,763,784,39450,17957,6830,2096,20053,13223,,,,Mid East,22,28,470,580,510,610,470,580
C1202,Private,Doctoral degree,,76,15,5932,7781,6923,1874,260,562,2436,2176,89,96,96,Plains,,,550,650,540,650,,
C1203,Private,Doctoral degree,,,,,,33000,130,247,140,270,23,59,71,73,Great Lakes,,,,,,,,
C1204,Public,Master's degree,,85,14,4691,5540,28250,18096,9295,9801,27897,18602,22,37,41,Southeast,28,32,620,720,660,760,630,730
C1205,Public,Bachelor's degree,,66,61,2240,3379,7368,770,426,185,955,529,5,19,32,Far West,18,24,390,490,440,530,,
C1206,Public,Doctoral degree,,71,54,3507,4955,45856,902,0,208,1110,1110,31,36,38,Great Lakes,,,,,,,,
C1207,Public,Master's degree,,55,38,8045,14645,35756,1386,0,2028,3414,3414,4,10,15,Southwest,20,26,490,600,480,605,,
C1208,Public,Doctoral degree,,83,77,450,539,8730,7150,849,3249,10399,9550,47,67,70,Great Lakes,16,19,,,,,,
C1209,Public,Master's degree,,60,22,1333,2221,35835,3596,2438,4950,8546,6108,37,49,50,Great Lakes,19,25,470,610,470,600,,
C1210,Private,Bachelor's degree,,84,27,10630,12581,30690,1492,0,20,1512,1512,9,20,24,New England,22,28,490,610,500,630,,
C1211,Public,Master's degree,,,,,,38400,372,71,109,481,410,21,41,48,Southeast,,,,,,,,
C1212,Private,Bachelor's degree,,55,27,2241,4073,7234,849,0,83,932,932,17,31,39,Mid East,,,,,,,,
C1213,Private,Master's degree,,90,39,526,583,25516,1579,0,39,1618,1618,59,79,83,Great Lakes,21,27,480,570,530,610,,
C1214,Public,Master's degree,,60,24,3169,5318,21878,2634,351,800,3434,3083,40,60,63,Great Lakes,15,23,390,480,380,500,380,480
C1215,Public,Doctoral degree,,59,87,225,383,17830,14132,2955,5078,19210,16255,15,35,43,Southeast,,,,,,,,
C1216,Private,Master's degree,,53,18,1738,3279,9450,10374,2892,4853,15227,12335,31,48,52,Mid East,25,29,540,640,550,650,550,650
C1217,Private,Master's degree,,46,31,2054,4424,12740,9594,968,775,10369,9401,90,92,93,Southeast,20,23,,,,,,
C1218,Public,Master's degree,,,,,,5856,1323,201,755,2078,1877,39,45,48,Southwest,20,25,450,640,460,630,430,610
C1219,Private,Bachelor's degree,,57,23,3336,5873,6210,786,164,962,1748,1584,29,40,43,Great Lakes,,,,,,,,
C1220,Public,Doctoral degree,,88,29,924,1053,6045,3490,1202,767,4257,3055,16,27,29,Plains,26,31,590,700,560,640,520,640
C1221,Private,Master's degree,,57,27,2487,4328,16950,223,178,456,679,501,15,22,24,Great Lakes,18,24,458,573,450,570,,
C1222,Public,Doctoral degree,,61,27,834,1376,30758,1856,48,36,1892,1844,26,53,60,Mid East,21,26,470,600,480,620,,
C1223,Private,Master's degree,,72,22,1307,1822,37100,595,0,95,690,690,14,31,38,Mid East,23,28,520,630,520,620,530,640
C1224,Public,Master's degree,,59,85,1016,1732,28095,4462,189,906,5368,5179,27,41,43,Plains,20,24,470,570,460,540,,
C1225,Private,Doctoral degree,,22,45,10405,48054,,12916,4611,1393,14309,9698,41,50,53,Plains,,,,,,,,
C1226,Private,Master's degree,,82,38,387,472,28504,9721,2830,5610,15331,12501,50,62,65,Plains,21,25,,,,,,
C1227,Private,Master's degree,,42,44,1113,2631,20200,1099,232,402,1501,1269,8,16,24,Mid East,,,,,,,,
C1228,Private,Doctoral degree,,64,16,3458,5396,28020,3153,1171,398,3551,2380,9,29,38,Mid East,17,21,410,500,420,430,370,510
C1229,Private,Master's degree,,59,69,1260,2124,28926,1246,260,1438,2684,2424,43,45,50,Southeast,22,29,580,680,520,670,,
C1230,Private,Master's degree,,58,49,1032,1782,30924,3372,504,1597,4969,4465,18,36,39,Plains,,,,,,,,
C1231,Private,Doctoral degree,,,,,,,21421,11927,12496,33917,21990,72,81,82,Great Lakes,17,21,430,500,430,510,430,510
C1232,Public,Doctoral degree,,50,26,2691,5396,46625,4580,881,1500,6080,5199,23,41,46,Great Lakes,17,20,400,490,420,530,,
C1233,Private,Master's degree,,87,59,2090,2404,,754,570,400,1154,584,24,49,60,Far West,,,520,620,540,640,,
C1234,Private,Bachelor's degree,,48,10,1207,2496,30300,928,50,142,1070,1020,10,14,16,Great Lakes,,,,,,,,
C1235,Private,Master's degree,,80,58,2092,2599,33650,822,28,859,1681,1653,24,34,40,Great Lakes,19,23,410,520,400,520,410,500
C1236,Private,Master's degree,,95,44,3274,3441,35270,600,43,247,847,804,38,44,45,Far West,24,29,520,640,520,650,,
C1237,Private,Bachelor's degree,,36,24,6153,17244,25550,1603,544,544,2147,1603,50,61,63,Far West,15,22,400,540,410,510,378,510
C1238,Private,Bachelor's degree,,84,25,8761,10432,9840,3368,439,1036,4404,3965,16,41,51,Far West,21,27,500,620,508,620,,
C1239,Private,Master's degree,,76,90,48,63,6241,2670,2277,1995,4665,2388,41,56,63,Plains,23,28,540,630,530,620,,
C1240,Private,Doctoral degree,,32,24,934,2896,9798,2258,0,39,2297,2297,21,49,54,Great Lakes,23,27,480,580,490,610,480,580
C1241,Private,Bachelor's degree,,97,48,1679,1726,38200,847,0,27,874,874,30,40,43,Plains,17,22,410,490,390,520,,
C1242,Private,Bachelor's degree,,81,76,54,67,7563,1859,183,1852,3711,3528,36,49,52,Southwest,26,30,540,630,600,680,550,650
C1243,Public,Doctoral degree,,14,40,996,7153,9950,7066,2656,1255,8321,5665,41,76,82,Southwest,15,21,360,490,380,500,360,470
C1244,Public,Doctoral degree,,54,34,6061,11184,7946,23677,7297,8488,32165,24868,82,86,86,Southeast,23,28,510,620,510,620,510,610
C1245,Private,Master's degree,,57,42,644,1129,14240,1290,0,17,1307,1307,33,33,33,Great Lakes,21,26,480,590,490,610,460,580
C1246,Private,Master's degree,,93,38,1080,1157,46167,8105,7041,5763,13868,6827,30,43,48,Mid East,21,27,,,,,,
C1247,Private,Doctoral degree,,78,28,2504,3221,26310,2339,262,428,2767,2505,4,10,14,Southeast,19,24,440,550,470,570,430,530
C1248,Private,Doctoral degree,,62,23,12905,20805,25000,4359,1154,2377,6736,5582,57,73,75,Southwest,,,,,,,,
C1249,Private,Master's degree,,73,17,877,1206,31560,1875,139,187,2062,1923,27,38,42,Far West,29,33,620,720,630,740,620,720
C1250,Public,Doctoral degree,,,,,,32375,9895,1766,2877,12772,11006,13,33,41,New England,,,,,,,,
C1251,Public,Doctoral degree,,61,31,2515,4149,6192,5124,3580,3830,8954,5374,66,70,71,Far West,17,23,400,490,360,490,380,470
C1252,Public,Master's degree,,57,27,4749,8318,8061,1810,42,93,1903,1861,59,72,74,Mid East,17,21,400,500,400,500,390,490
C1253,Public,Doctoral degree,,82,22,1514,1841,7536,28486,7834,11054,39540,31706,39,60,67,Mid East,,,,,,,,
C1254,Public,Doctoral degree,,41,26,440,1074,13550,1099,95,60,1159,1064,30,51,56,Plains,20,25,460,570,490,590,460,570
C1255,Private,Doctoral degree,,42,28,3703,8884,9176,1893,52,422,2315,2263,86,90,90,Southeast,17,22,410,513,400,510,,
C1256,Private,Master's degree,,83,15,2826,3400,24566,305,220,57,362,142,47,62,64,Far West,17,21,420,530,430,550,420,530
C1257,Private,Doctoral degree,,43,22,12104,28232,31000,990,71,134,1124,1053,,,,Southeast,17,22,410,520,410,520,400,500
C1258,Private,Doctoral degree,,71,28,1441,2021,5144,1363,426,448,1811,1385,31,41,45,Mid East,21,26,500,600,480,580,490,600
C1259,Private,Doctoral degree,,66,29,442,670,36465,1791,0,4,1795,1795,33,43,45,Southeast,23,28,540,630,550,640,510,610
