ID,Control,Highest degree offered,,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Tuition and fees 2013-14 ($),Geographic region,Total enrollment,Admission rate (%),Receiving financial aid (%),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C1384,Private,Bachelor's degree,,30,42,42,40510,Southeast,2956,66,99,29,33,620,720,660,760,640,750
C1385,Private,Doctoral degree,,65,80,81,23886,Far West,116,21,100,21,24,500,590,490,580,470,570
C1386,Private,Bachelor's degree,,39,45,48,39330,Far West,1842,65,89,22,28,490,640,530,610,,
C1387,Private,Master's degree,,30,50,55,34882,Southeast,2702,55,95,19,25,450,560,420,540,440,550
C1388,Public,Bachelor's degree,,3,7,12,22000,Mid East,35586,69,99,18,21,440,520,420,510,420,500
C1389,Private,Bachelor's degree,,30,45,47,4992,Southeast,2474,76,94,19,25,450,540,460,560,450,550
C1390,Public,Doctoral degree,,23,32,32,14404,Southwest,5473,,82,18,24,410,520,420,560,390,500
C1391,Public,Doctoral degree,,,,,9830,Great Lakes,536,80,93,22,26,490,580,520,610,,
C1392,Public,Doctoral degree,,47,55,56,20720,Southwest,7261,65,100,24,29,540,640,540,650,540,650
C1393,Public,Bachelor's degree,,25,48,54,30350,Far West,3308,74,100,14,20,390,490,390,490,370,470
C1394,Public,Doctoral degree,,39,39,39,,Great Lakes,3359,72,,,,460,550,500,608,480,560
C1395,Private,Doctoral degree,,53,66,69,22250,Southeast,524,86,99,16,24,420,530,420,540,390,500
C1396,Private,Bachelor's degree,,36,51,53,8090,Southeast,25341,88,100,29,32,620,740,610,710,630,720
C1397,Private,Doctoral degree,,75,81,82,8368,Great Lakes,2325,90,91,,,,,,,,
C1398,Public,Master's degree,,40,46,48,6382,Rocky Mountains,24629,89,80,20,26,,,,,,
C1399,Private,Doctoral degree,,52,62,64,43520,Far West,8341,77,68,21,27,480,590,490,620,,
C1400,Public,Doctoral degree,,32,51,55,24992,Plains,1163,79,100,16,20,400,490,390,490,400,478
C1401,Public,Master's degree,,23,39,43,14096,Far West,31964,74,89,,,,,,,,
C1402,Private,Doctoral degree,,59,63,63,7302,Plains,16860,86,94,,,,,,,,
C1403,Private,Master's degree,,52,68,72,6725,Southeast,16809,99,90,19,25,430,520,440,540,,
C1404,Private,Bachelor's degree,,44,62,67,3815,Mid East,1971,,94,20,25,440,570,480,580,,
C1405,Private,Doctoral degree,,63,68,69,25834,Great Lakes,26841,59,100,,,,,,,,
C1406,Private,Master's degree,,33,50,53,19940,Mid East,29466,61,98,16,21,380,490,410,520,,
C1407,Private,Doctoral degree,,54,57,57,6550,New England,21471,90,88,21,25,520,590,510,600,490,570
C1408,Private,Master's degree,,48,64,67,9300,Plains,23464,74,81,25,30,530,640,550,680,,
C1409,Private,Doctoral degree,,71,78,79,30356,Southwest,660,64,93,19,24,440,540,450,540,,
C1410,Private,Doctoral degree,,24,32,33,6108,Great Lakes,1216,70,86,24,27,540,620,530,610,520,600
C1411,Private,Master's degree,,19,31,34,4141,Mid East,12710,47,87,20,24,,,500,640,,
C1412,Public,Doctoral degree,,51,63,64,12000,Southeast,1607,58,100,18,23,430,530,430,540,,
C1413,Public,Doctoral degree,,21,33,37,28948,Mid East,12213,,86,23,28,530,690,530,640,490,640
C1414,Public,Master's degree,,25,41,46,12976,Southwest,24294,70,96,22,27,490,580,510,610,500,590
C1415,Private,Bachelor's degree,,57,71,73,28585,Southeast,172,47,100,17,21,420,500,420,530,,
C1416,Private,Master's degree,,68,71,72,24296,Rocky Mountains,840,79,99,,,410,530,410,520,410,500
C1417,Private,Master's degree,,70,80,80,6240,Southeast,4597,79,71,20,24,,,,,,
C1418,Private,Master's degree,,62,71,71,10100,Great Lakes,4046,75,99,20,24,410,520,420,540,400,500
C1419,Public,Bachelor's degree,,27,36,38,26050,Mid East,2190,46,100,20,25,460,570,470,570,,
C1420,Private,Doctoral degree,,55,69,71,9162,New England,1459,,73,21,28,460,590,460,570,460,570
C1421,Public,Master's degree,,15,31,34,20468,Plains,1492,97,100,23,28,470,570,470,608,473,595
C1422,Private,Bachelor's degree,,79,86,87,8893,Plains,4537,81,81,18,23,430,520,440,540,,
C1423,Public,Master's degree,,51,75,79,6610,Southwest,2481,95,94,32,35,680,760,720,800,670,760
C1424,Public,Bachelor's degree,,19,36,40,36960,New England,1519,55,99,,,,,,,,
C1425,Public,Doctoral degree,,49,55,57,36430,Southwest,1173,61,96,17,22,440,533,450,550,440,530
C1426,Private,Master's degree,,41,50,52,27480,Far West,1455,79,100,20,25,480,580,480,590,,
C1427,Public,Bachelor's degree,,45,77,79,5526,Mid East,28297,75,97,,,,,,,,
C1428,Public,Master's degree,,32,44,47,46010,Plains,3993,81,53,25,30,540,650,580,680,,
C1429,Public,Master's degree,,53,72,74,20700,Plains,2894,57,98,23,28,520,640,520,640,,
C1430,Public,Master's degree,,0,0,67,20724,Great Lakes,16646,69,90,17,22,450,540,460,550,,
C1431,Public,Bachelor's degree,,46,59,63,13354,Great Lakes,11707,72,94,19,25,430,600,450,580,430,560
C1432,Private,Master's degree,,24,37,40,9167,Southeast,8944,80,96,20,25,450,560,440,550,,
C1433,Public,Doctoral degree,,49,54,55,43580,Rocky Mountains,1381,87,68,24,29,530,650,560,690,550,660
C1434,Private,Doctoral degree,,62,65,65,29630,Rocky Mountains,2431,10,100,,,,,,,,
C1435,Private,Master's degree,,32,44,46,14776,Southeast,1872,54,90,22,28,520,580,510,590,,
C1436,Private,Bachelor's degree,,0,15,43,15714,Great Lakes,8117,79,94,21,26,490,600,510,610,,
C1437,Private,Doctoral degree,,17,45,54,6498,Great Lakes,1039,52,98,,,,,,,,
C1438,Private,Doctoral degree,,24,38,38,26370,Southwest,9301,66,100,18,25,437,590,415,586,,
C1439,Private,Master's degree,,21,43,49,,Far West,5410,58,,23,28,498,630,520,620,,
C1440,Private,Doctoral degree,,,,,33417,New England,1960,73,100,18,23,430,510,450,530,400,490
C1441,Private,Doctoral degree,,25,40,45,42849,Mid East,39897,,62,,,,,,,,
C1442,Private,Master's degree,,62,70,72,19800,Southwest,631,69,100,,,,,,,,
C1443,Private,Bachelor's degree,,21,31,32,27242,Mid East,4831,75,100,20,27,465,623,440,665,,
C1444,Private,Master's degree,,45,54,55,18254,Great Lakes,1039,49,98,20,25,430,550,440,550,440,530
C1445,Private,Doctoral degree,,30,45,49,23430,Great Lakes,1187,59,100,26,30,570,670,590,680,580,680
C1446,Private,Doctoral degree,,,,,11454,New England,7340,89,99,20,27,440,550,470,560,,
C1447,Private,Master's degree,,57,64,66,11382,Southeast,534,47,100,20,23,450,530,480,560,,
C1448,Private,Doctoral degree,,6,25,25,15130,Southeast,5644,75,79,21,26,470,570,470,580,,
C1449,Private,Doctoral degree,,0,8,8,7620,Southeast,17338,62,99,18,24,400,520,420,540,380,500
C1450,Private,Bachelor's degree,,37,45,48,27431,Mid East,19431,72,100,19,22,420,520,410,530,410,500
C1451,Private,Bachelor's degree,,18,32,42,7573,Southeast,21207,57,82,19,24,,,,,,
C1452,Private,Master's degree,,,,,10620,New England,2871,48,100,24,27,550,650,550,640,520,620
C1453,Private,Master's degree,,45,60,61,36720,Southeast,8164,76,99,20,25,450,560,480,580,430,540
C1454,Private,Doctoral degree,,25,36,38,34890,Far West,6342,83,100,,,,,,,,
C1455,Public,Master's degree,,20,39,41,7177,Plains,42677,,96,,,,,,,,
C1456,Public,Doctoral degree,,49,57,58,37926,New England,6222,66,100,29,32,620,710,650,750,640,730
C1457,Public,Master's degree,,57,76,79,27456,Great Lakes,16932,43,99,15,20,370,460,380,480,360,450
C1458,Public,Doctoral degree,,57,78,82,8100,Southeast,6778,81,95,27,30,590,675,630,710,580,670
C1459,Private,Master's degree,,19,38,45,19996,Plains,,30,100,16,22,400,510,400,510,390,490
C1460,Public,Doctoral degree,,45,53,54,6400,Southeast,21444,52,97,20,24,465,575,450,510,435,568
C1461,Public,Master's degree,,40,52,54,23330,Far West,1424,66,99,19,24,450,550,460,570,,
C1462,Public,Master's degree,,43,57,59,8694,Southeast,609,,88,21,25,460,550,470,570,,
C1463,Public,Master's degree,,28,46,52,44507,New England,15249,45,63,,,,,,,,
C1464,Public,Doctoral degree,,46,62,63,28500,Plains,2368,16,100,23,29,550,680,550,690,540,670
C1465,Public,Doctoral degree,,23,39,46,30460,Great Lakes,3486,60,100,20,25,450,570,480,600,,
C1466,Public,Master's degree,,50,61,62,42156,Southwest,2877,58,84,22,26,470,610,520,600,,
C1467,Public,Master's degree,,56,67,68,22040,Mid East,57466,74,98,,,,,,,,
C1468,Public,Doctoral degree,,47,64,67,36590,Rocky Mountains,356,71,75,21,26,490,590,480,590,480,580
C1469,Public,Doctoral degree,,8,17,20,36020,Southwest,11591,76,95,23,28,500,640,510,630,490,620
C1470,Private,Doctoral degree,,37,58,61,23170,Great Lakes,338,92,100,22,27,495,600,510,615,480,575
C1471,Public,Doctoral degree,,15,30,36,8548,Great Lakes,3404,76,89,20,27,480,610,490,630,,
C1472,Private,Bachelor's degree,,86,89,90,20595,Plains,5784,46,95,30,33,680,760,680,750,690,770
C1473,Private,Master's degree,,60,66,68,5793,Far West,3826,22,98,18,23,430,520,420,520,410,510
C1474,Private,Master's degree,,23,46,58,30740,Southwest,1241,88,100,19,24,,,,,,
C1475,Private,Doctoral degree,,38,54,57,25880,Southeast,260,59,97,29,32,600,700,650,750,620,700
C1476,Private,Doctoral degree,,25,39,51,7685,Plains,4398,83,87,26,32,530,680,540,650,,
C1477,Private,Doctoral degree,,37,62,66,25261,Southeast,6102,65,99,,,,,,,,
C1478,Private,Master's degree,,41,56,59,31500,Southeast,28649,64,100,20,25,450,520,490,530,430,520
C1479,Private,Master's degree,,47,51,53,18800,New England,1785,67,99,20,26,470,560,500,580,,
C1480,Private,Doctoral degree,,4,16,29,6630,Far West,5795,54,98,20,25,430,550,470,580,410,520
C1481,Public,Bachelor's degree,,27,46,51,7013,Mid East,2996,59,87,,,520,640,570,690,540,650
C1482,Private,Doctoral degree,,22,38,44,45564,Mid East,726,67,61,20,25,410,500,500,570,,
C1483,Public,Bachelor's degree,,2,9,9,12697,Mid East,8712,52,62,29,33,650,740,670,760,660,750
C1484,Public,Master's degree,,45,51,53,47244,Mid East,1513,80,51,17,23,390,500,390,500,380,500
C1485,Private,Master's degree,,22,41,47,30889,Southeast,34536,66,99,22,27,520,620,530,630,490,600
C1486,Private,Bachelor's degree,,61,64,64,7595,Mid East,5701,69,95,15,20,330,430,348,493,340,430
C1487,Public,Master's degree,,23,35,39,32814,Southeast,9755,75,100,,,,,,,,
C1488,Public,Doctoral degree,,10,15,17,7339,Southeast,4963,63,93,,,,,,,,
C1489,Private,Bachelor's degree,,36,45,47,11492,Plains,12229,80,98,20,25,450,530,430,530,,
C1490,Private,Bachelor's degree,,80,88,88,7144,Plains,2274,,74,22,26,480,580,490,590,480,580
C1491,Private,Master's degree,,44,44,44,20040,Southeast,2713,78,97,,,390,480,370,490,,
C1492,Private,Master's degree,,41,47,48,,Mid East,12085,52,,21,27,470,610,480,590,,
C1493,Private,Bachelor's degree,,34,42,45,11318,Mid East,2355,72,77,21,25,470,570,490,590,460,560
C1494,Private,Bachelor's degree,,26,44,48,28400,Southeast,5481,60,99,25,31,540,640,570,680,520,630
C1495,Private,Bachelor's degree,,73,84,86,6739,Southeast,6668,68,79,16,22,400,500,400,520,,
C1496,Private,Bachelor's degree,,58,67,67,20560,Plains,28389,70,99,16,22,400,510,410,530,,
C1497,Public,Master's degree,,79,84,84,23305,Far West,6032,83,98,25,31,540,670,590,690,,
C1498,Private,Bachelor's degree,,88,94,96,15400,Southeast,4579,96,92,22,30,490,620,500,640,480,600
C1499,Private,Doctoral degree,,71,77,79,13318,Great Lakes,2045,71,99,18,21,410,510,440,540,400,500
C1500,Private,Bachelor's degree,,13,36,45,26764,Southeast,4827,,100,13,17,330,423,335,435,,
C1501,Private,Master's degree,,9,20,25,19394,Great Lakes,3812,75,98,18,24,400,510,430,530,380,500
C1502,Private,Master's degree,,69,79,81,7720,Southwest,5232,93,84,19,25,480,630,440,590,480,580
C1503,Private,Master's degree,,54,61,63,27575,Southwest,8643,56,86,17,23,420,575,440,605,410,570
C1504,Public,Doctoral degree,,22,22,22,4404,Southeast,2400,59,92,18,23,450,540,450,540,,
C1505,Private,Bachelor's degree,,,,,10403,Rocky Mountains,66,,64,23,29,550,670,570,680,,
C1506,Private,Bachelor's degree,,33,40,40,9275,Far West,23258,79,96,21,25,480,570,500,590,480,570
C1507,Private,Master's degree,,19,34,38,38069,Mid East,8782,55,99,23,29,510,640,560,680,530,650
C1508,Private,Master's degree,,16,34,41,41456,Plains,1136,61,79,22,26,500,590,510,613,,
C1509,Private,Master's degree,,13,22,27,41868,Southeast,24445,59,97,,,,,,,,
C1510,Public,Master's degree,,43,50,51,24222,Great Lakes,1128,64,100,21,25,470,570,470,570,,
C1511,Public,Bachelor's degree,,11,29,37,41328,Mid East,2245,69,94,20,24,460,550,470,570,,
C1512,Public,Master's degree,,6,17,25,25678,Mid East,2326,68,100,27,31,600,690,620,700,590,680
C1513,Private,Bachelor's degree,,24,37,38,10918,Mid East,1229,68,78,,,,,,,,
C1514,Private,Bachelor's degree,,9,9,9,29934,Southeast,3462,48,100,21,25,480,570,480,590,470,570
C1515,Private,Master's degree,,32,39,41,6536,Great Lakes,574,100,85,21,27,490,600,460,580,,
C1516,Private,Bachelor's degree,,17,31,33,25710,Plains,2229,57,97,21,28,490,630,490,605,470,600
C1517,Private,Doctoral degree,,41,68,74,12022,Great Lakes,12124,56,77,22,28,490,630,500,620,,
C1518,Private,Master's degree,,18,36,39,13750,Far West,10696,68,94,22,30,500,640,530,660,,
C1519,Private,Bachelor's degree,,28,42,45,43800,Far West,971,87,76,20,25,430,520,430,560,,
C1520,Private,Master's degree,,89,93,93,6496,New England,2575,59,91,24,30,520,640,540,640,530,640
C1521,Public,Bachelor's degree,,71,78,79,36726,New England,2204,78,93,18,22,440,530,450,540,440,530
C1522,Private,Master's degree,,18,28,33,8129,Far West,4304,57,96,21,26,470,590,490,620,465,585
C1523,Private,Master's degree,,3,20,25,5600,Mid East,35546,63,87,26,31,550,670,560,680,550,670
C1524,Private,Bachelor's degree,,81,84,84,41800,Great Lakes,3388,,88,31,34,690,760,700,790,690,770
C1525,Private,Bachelor's degree,,8,17,22,35600,Mid East,1749,57,100,21,30,470,620,480,630,,
C1526,Public,Master's degree,,34,43,48,12235,Plains,2129,21,100,19,25,438,528,475,545,,
C1527,Private,Doctoral degree,,15,28,31,46652,New England,7089,11,69,18,23,420,510,420,540,,
C1528,Private,Master's degree,,21,42,51,22044,Southeast,2842,,100,17,24,330,530,342,547,,
C1529,Private,Master's degree,,51,57,58,19920,Plains,11300,100,100,,,,,,,,
C1530,Public,Master's degree,,47,52,53,7961,Far West,11212,52,88,24,29,550,660,570,670,530,640
C1531,Private,Bachelor's degree,,44,53,55,7514,Mid East,516,80,86,18,23,380,530,410,550,,
C1532,Private,Master's degree,,14,31,37,9037,Plains,6736,66,90,15,19,370,450,350,450,,
C1533,Private,Bachelor's degree,,33,50,51,15140,Southeast,14077,,100,21,27,480,600,480,600,480,610
C1534,Private,Master's degree,,0,2,3,22200,Plains,1411,51,97,16,20,400,480,400,480,380,460
