ID,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Admission rate (%),Admission yield (%),Admissions total,Applicants total,Control,Degree of urbanization,Endowment assets ($),Full-time enrollment,Geographic region,Graduate enrollment,Highest degree offered,Historically Black College or University?,Part-time enrollment,Receiving financial aid (%),Religious affiliation,SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile),SAT Writing score (75th percentile),Total enrollment,Tribal college?,Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),Undergraduate enrollment
C0427,30,39,42,19,25,44,43,389,883,Private,Rural: Distant,26174,595,Plains,0,Bachelor's degree,No,95,100,N/A,460,540,410,500,490,540,690,No,19000,20150,21200,21200,690
C0428,45,54,54,18,27,74,42,380,517,Private,Town: Remote,10922,565,Plains,11,Master's degree,No,171,100,Mennonite Brethren Church,400,510,420,530,,,736,No,20630,21740,21740,22730,725
C0429,17,31,37,,,,,,,Public,City: Midsize,27531,4562,Plains,794,Doctoral degree,No,2411,92,N/A,,,,,,,6973,No,5054,5270,5486,5774,6179
C0430,22,39,46,21,26,96,42,3344,3492,Public,City: Large,17845,10184,Plains,2716,Doctoral degree,No,4202,89,N/A,460,590,477,622,,,14386,No,5890,6155,6442,6926,11670
C0431,21,31,32,18,24,45,11,1646,3656,Private,Rural: Remote,55979,606,Southeast,0,Bachelor's degree,No,25,100,N/A,470,500,450,540,410,560,631,No,9500,9600,10100,10620,631
C0432,56,63,64,21,27,66,40,796,1211,Private,Town: Fringe,23245,1390,Southeast,250,Master's degree,No,407,99,N/A,500,620,508,620,,,1797,No,23303,24229,25311,26076,1547
C0433,53,65,66,22,27,95,17,3943,4160,Private,City: Large,13239,2682,Southeast,826,Doctoral degree,No,737,100,Roman Catholic,490,590,490,590,,,3419,No,30310,32140,33270,34890,2593
C0434,47,60,62,22,26,34,72,551,1620,Private,Town: Distant,623784,1587,Southeast,0,Bachelor's degree,No,36,100,N/A,510,630,513,610,483,610,1623,No,910,910,21880,23170,1623
C0435,16,29,30,19,24,45,9,1612,3582,Private,City: Small,16159,695,Southeast,21,Master's degree,No,254,100,Roman Catholic,,,460,550,,,949,No,17590,18340,19140,19640,928
C0436,28,41,41,18,24,68,29,1813,2649,Private,Town: Remote,4092,2195,Southeast,472,Master's degree,No,1325,95,Southern Baptist,420,505,400,525,400,520,3520,No,19710,20740,21600,22196,3048
C0437,80,82,82,26,31,69,22,1737,2533,Private,Town: Distant,171292,1378,Southeast,0,Bachelor's degree,No,3,97,Presbyterian Church (USA),550,670,560,680,550,670,1381,No,32600,34000,35000,36020,1381
C0438,24,40,43,19,25,71,27,1801,2527,Private,Town: Remote,19906,2439,Southeast,2828,Doctoral degree,No,2485,100,Baptist,420,520,440,530,,,4924,No,17000,18000,19000,20000,2096
C0439,18,33,39,19,24,60,39,5961,9932,Public,Town: Distant,4256,11651,Southeast,2220,Doctoral degree,No,4460,97,N/A,440,560,450,550,430,530,16111,No,7084,6960,7320,7536,13891
C0440,49,51,57,21,26,82,17,1426,1735,Private,Town: Fringe,30992,1017,Southeast,356,Master's degree,No,382,98,Baptist,410,610,460,560,,,1399,No,27640,29300,30770,32310,1043
C0441,7,15,18,16,20,38,21,2415,6399,Public,Town: Distant,6393,1887,Southeast,163,Master's degree,Yes,646,89,N/A,350,450,323,448,343,420,2533,No,5520,5808,6096,6276,2370
C0442,25,36,38,19,25,67,24,675,1006,Private,City: Small,47948,621,Southeast,0,Bachelor's degree,No,36,100,United Methodist,440,540,410,555,450,660,657,No,18180,19515,20365,21200,657
C0443,34,55,60,22,28,69,35,13592,19810,Public,City: Large,41004,25658,Southeast,6994,Doctoral degree,No,2777,93,N/A,490,610,500,630,,,28435,No,8610,9128,9676,10110,21441
C0444,18,36,39,18,24,51,45,303,590,Private,Town: Distant,9542,496,Southeast,35,Master's degree,No,98,100,Christian Churches and Churches of Christ,360,510,400,550,340,480,594,No,15176,15150,16778,17418,559
C0445,15,26,29,,,,,,,Private,Town: Remote,6512,2520,Southeast,444,Master's degree,No,124,100,United Methodist,,,,,,,2644,No,18950,20030,21230,22070,2200
C0446,25,47,53,22,28,71,44,6519,9166,Public,City: Large,41605,16364,Southeast,5490,Doctoral degree,No,5080,97,N/A,470,580,510,610,470,580,21444,No,8424,8930,9662,9946,15954
C0447,5,14,15,15,24,70,62,322,458,Private,Rural: Fringe,,1905,Southeast,97,Master's degree,No,346,95,Baptist,350,500,370,500,390,480,2251,No,13350,13350,13350,8673,2154
C0448,34,43,48,19,25,54,48,240,446,Private,Rural: Distant,19224,745,Southeast,104,Master's degree,No,606,100,Christian Church (Disciples of Christ),490,610,430,570,470,590,1351,No,19050,19950,20850,22150,1247
C0449,22,39,45,19,25,84,37,4419,5230,Public,Town: Remote,5148,6472,Southeast,1282,Doctoral degree,No,4886,99,N/A,420,545,455,570,420,540,11358,No,6492,6942,7284,7498,10076
C0450,29,48,53,19,25,82,43,3760,4576,Public,Town: Remote,6788,7838,Southeast,1771,Doctoral degree,No,3105,99,N/A,430,520,440,540,,,10943,No,6264,6576,6840,7044,9172
C0451,14,31,38,19,25,47,64,3299,7064,Public,Suburb: Large,6511,10597,Southeast,2469,Doctoral degree,No,4666,95,N/A,440,560,430,550,,,15263,No,7128,7584,8064,8376,12794
C0452,16,27,29,16,22,100,21,1804,1804,Private,Town: Remote,11474,1749,Southeast,467,Doctoral degree,No,456,100,Presbyterian Church (USA),390,500,380,510,,,2205,No,15250,16250,17050,17750,1738
C0453,18,27,27,,,,,,,Private,Rural: Distant,539,575,Southeast,19,Master's degree,No,192,99,Roman Catholic,,,,,,,767,No,15890,17080,18106,18106,748
C0454,18,33,40,18,22,81,45,887,1094,Private,City: Large,6601,1726,Southeast,996,Doctoral degree,No,641,99,Roman Catholic,440,520,440,525,,,2367,No,18150,19350,20550,22425,1371
C0455,42,55,57,20,25,88,29,924,1053,Private,Suburb: Large,11307,1221,Southeast,98,Master's degree,No,379,100,Roman Catholic,430,520,430,560,,,1600,No,24845,25845,26595,27345,1502
C0456,67,71,72,24,30,96,23,1275,1326,Private,City: Large,115910,1067,Southeast,0,Bachelor's degree,No,15,100,Christian Church (Disciples of Christ),520,660,510,630,,,1082,No,26740,28250,29865,31560,1082
C0457,16,31,34,19,24,74,23,1056,1424,Private,Town: Remote,19422,858,Southeast,346,Master's degree,No,306,100,United Methodist,460,563,417,513,,,1164,No,19015,20079,21025,22000,818
C0458,25,45,50,18,25,92,43,7871,8526,Public,City: Small,945,14315,Southeast,2939,Doctoral degree,No,6133,93,N/A,410,580,420,570,,,20448,No,7560,8084,8472,8722,17509
C0459,49,57,59,22,28,66,29,442,670,Private,City: Midsize,163053,578,Southeast,75,Master's degree,No,83,100,United Methodist,480,585,495,600,,,661,No,24080,25290,29500,30740,586
C0460,5,11,46,17,20,35,14,1675,4726,Private,City: Large,44901,1128,Southeast,0,Bachelor's degree,Yes,55,99,United Methodist,400,470,370,480,,,1183,No,13880,14770,14770,16094,1183
C0461,7,24,31,16,20,44,36,1983,4545,Public,Town: Distant,2220,4325,Southeast,916,Doctoral degree,Yes,746,96,N/A,380,480,360,440,,,5071,No,4428,4886,5273,5950,4155
C0462,7,17,20,18,22,61,60,656,1080,Public,Rural: Fringe,8162,1257,Southeast,18,Bachelor's degree,No,972,92,N/A,,,,,,,2229,No,3816,4402,4618,5337,2211
C0463,38,62,67,23,28,76,46,12326,16169,Public,Rural: Fringe,16082,27172,Southeast,5555,Doctoral degree,No,3306,93,N/A,500,620,520,630,,,30478,No,5764,6354,6989,7873,24923
C0464,15,27,33,20,24,83,77,450,539,Public,City: Midsize,5688,2229,Southeast,440,Master's degree,No,1885,94,N/A,440,510,520,540,,,4114,No,4125,4494,4943,5606,3674
C0465,29,40,43,18,23,74,40,671,904,Private,Suburb: Small,23979,1092,Southeast,284,Master's degree,No,308,96,Southern Baptist,410,460,430,500,380,480,1400,No,13030,13380,13780,14120,1116
C0466,29,45,50,21,26,67,45,3424,5077,Public,Town: Distant,8196,7549,Southeast,1770,Doctoral degree,No,3466,94,N/A,450,590,490,600,,,11015,No,5545,5896,6574,7302,9245
C0467,44,53,55,22,28,87,15,4203,4827,Private,City: Large,59950,3589,Southeast,1740,Doctoral degree,No,1097,98,Roman Catholic,520,640,510,610,,,4686,No,31754,33552,35182,36860,2946
C0468,13,31,37,20,24,62,59,2229,3624,Public,City: Small,2199,6307,Southeast,766,Master's degree,No,2034,95,N/A,450,550,490,560,,,8341,No,3987,4383,5088,5701,7575
C0469,13,25,32,21,25,50,53,1610,3197,Public,City: Large,2521,6548,Southeast,2179,Doctoral degree,No,2775,90,N/A,470,590,490,620,,,9323,No,4759,5214,5850,6578,7144
C0470,19,35,42,20,24,87,59,2090,2404,Public,City: Small,1322,4947,Southeast,644,Master's degree,No,1585,95,N/A,437,537,482,607,392,520,6532,No,4292,4737,5679,6468,5888
C0471,19,34,40,20,25,77,50,2668,3454,Public,City: Small,3373,5739,Southeast,1369,Doctoral degree,No,2906,96,N/A,,,480,640,460,580,8645,No,4636,5101,5443,6318,7276
C0472,19,34,38,19,24,84,52,2362,2812,Public,Town: Remote,1610,5249,Southeast,1108,Master's degree,No,3695,95,N/A,430,518,443,550,,,8944,No,4461,5049,5557,6207,7836
C0473,5,22,28,,,48,75,79,163,Private,City: Large,31309,602,Southeast,234,Master's degree,No,510,81,Roman Catholic,,,,,,,1112,No,14108,14699,9710,9950,878
C0474,13,29,36,20,24,45,75,3430,7657,Public,City: Small,1020,10360,Southeast,1204,Doctoral degree,No,4574,93,N/A,,,,,,,14934,No,4000,4604,5242,5715,13730
C0475,8,22,32,17,20,36,58,1336,3721,Public,City: Midsize,1437,5641,Southeast,1031,Doctoral degree,Yes,1136,98,N/A,,,400,520,,,6777,No,4584,5074,5810,6630,5746
C0476,4,9,11,15,18,49,90,764,1563,Public,City: Large,4688,1655,Southeast,483,Master's degree,Yes,637,58,N/A,420,650,420,640,380,610,2292,No,3360,3906,4372,4911,1809
C0477,13,36,45,21,25,59,53,5044,8506,Public,City: Midsize,8535,13221,Southeast,1593,Doctoral degree,No,3425,94,N/A,,,490,600,450,590,16646,No,4426,4864,5374,6192,15053
C0478,62,74,76,29,32,26,20,7961,30122,Private,City: Large,81125,10572,Southeast,4648,Doctoral degree,No,2366,79,N/A,620,700,620,700,630,720,12938,No,41884,43434,45240,46930,8290
C0479,27,43,46,20,26,54,26,2560,4703,Private,City: Large,46059,2942,Southeast,617,Doctoral degree,Yes,179,99,Roman Catholic,440,560,420,550,420,530,3121,No,17100,17900,18700,20560,2504
C0480,56,68,69,,,74,31,333,452,Private,Town: Remote,116238,351,New England,8,Master's degree,No,19,100,N/A,,,,,,,370,No,34380,36063,37701,38952,362
C0481,88,93,93,,,24,39,1267,5243,Private,City: Small,133908,1791,New England,0,Bachelor's degree,No,0,43,N/A,,,,,,,1791,No,41360,42800,44300,45650,1791
C0482,88,92,93,30,33,15,47,1054,7052,Private,Town: Fringe,574151,1791,New England,0,Bachelor's degree,No,4,50,N/A,680,760,680,750,690,770,1795,No,41565,42816,44118,45446,1795
C0483,89,92,93,28,32,26,34,1408,5407,Private,Town: Remote,332477,1820,New England,0,Bachelor's degree,No,0,47,N/A,620,710,640,720,620,720,1820,No,41380,42820,44320,45760,1820
C0484,25,40,45,17,21,80,35,1263,1581,Private,City: Small,3673,2288,New England,699,Doctoral degree,No,761,79,N/A,420,530,430,550,420,530,3049,No,13450,14435,14540,15130,2350
C0485,3,7,12,,,,,,,Public,Town: Distant,1997,1726,New England,0,Bachelor's degree,No,3044,89,N/A,,,,,,,4770,No,7125,7448,7448,7500,4770
C0486,38,53,55,,,84,32,1371,1638,Public,Town: Remote,5883,1783,New England,160,Master's degree,No,278,96,N/A,,,,,,,2061,No,9022,9367,9367,9167,1901
C0487,36,39,44,18,27,63,55,292,464,Public,Rural: Remote,3659,594,New England,0,Bachelor's degree,No,615,97,N/A,400,500,410,500,400,500,1209,No,7163,7575,7575,7575,1209
C0488,14,25,31,18,25,85,27,386,452,Public,Rural: Remote,2765,439,New England,0,Bachelor's degree,No,453,98,N/A,410,530,410,520,390,510,892,No,7075,7480,7480,7490,892
C0489,36,51,56,21,26,81,30,6733,8306,Public,Suburb: Small,27762,8739,New England,2065,Doctoral degree,No,2508,93,N/A,480,590,490,610,460,580,11247,No,10142,10588,10594,10600,9182
C0490,53,72,74,20,24,65,44,517,791,Public,Rural: Distant,15340,1001,New England,24,Master's degree,No,17,72,N/A,440,550,480,580,430,530,1018,No,10525,11305,11525,11950,994
C0491,15,27,30,,,,,,,Public,Rural: Fringe,1123,718,New England,0,Bachelor's degree,No,545,99,N/A,,,,,,,1263,No,7090,7300,7300,7300,1263
C0492,49,57,58,21,26,86,17,3632,4231,Private,Suburb: Midsize,5499,4961,New England,3379,Doctoral degree,No,1071,100,N/A,470,570,480,580,,,6032,No,29330,30500,31870,33145,2653
C0493,49,54,55,,,78,24,1229,1580,Private,Rural: Fringe,8124,896,New England,338,Master's degree,No,718,98,Roman Catholic,430,520,440,530,430,530,1614,No,27345,28700,30030,30990,1276
C0494,10,26,34,20,25,83,27,3231,3902,Public,City: Small,4567,5020,New England,1825,Doctoral degree,No,3903,93,N/A,450,550,440,560,440,540,8923,No,8538,8900,7776,8920,7098
C0495,35,44,44,16,21,72,35,778,1074,Private,Rural: Fringe,9500,835,New England,183,Master's degree,No,687,98,N/A,390,490,400,510,390,480,1522,No,21680,22770,22770,22770,1339
C0496,45,51,51,,,89,32,461,519,Private,Rural: Remote,25610,547,New England,0,Bachelor's degree,No,6,99,N/A,,,,,,,553,No,22500,23540,24100,25000,553
C0497,23,33,38,,,73,50,507,695,Public,City: Large,8075,3457,Mid East,2992,Doctoral degree,No,3061,95,N/A,430,530,410,510,400,510,6518,No,7330,7500,7646,7838,3526
C0498,13,27,35,17,20,52,30,2063,3986,Public,Suburb: Large,1371,3974,Mid East,1203,Doctoral degree,Yes,1587,90,N/A,410,490,400,470,390,470,5561,No,6154,6347,6639,6971,4358
C0499,17,33,36,,,33,28,476,1455,Private,Suburb: Large,6403,874,Mid East,174,Master's degree,No,311,98,Seventh Day Adventists,,,,,,,1185,No,20180,20180,20180,21020,1011
C0500,4,10,14,,,36,21,2123,5980,Public,City: Large,269,2384,Mid East,463,Doctoral degree,Yes,999,95,N/A,410,480,400,470,,,3383,No,5547,5732,6065,6252,2920
C0501,22,41,47,18,22,59,39,2302,3872,Public,Suburb: Small,3542,4408,Mid East,770,Doctoral degree,No,1065,83,N/A,430,530,430,540,420,510,5473,No,6904,7128,7436,7728,4703
C0502,59,67,68,,,72,16,2593,3615,Private,City: Small,103891,1585,Mid East,662,Master's degree,No,526,91,N/A,,,,,,,2111,No,35142,36554,37640,39084,1449
C0503,55,65,66,18,25,81,21,1366,1686,Private,City: Small,39225,1406,Mid East,1004,Master's degree,No,986,98,N/A,450,580,460,580,460,550,2392,No,29860,31060,32300,33280,1388
C0504,87,91,93,30,34,18,36,3869,21336,Private,City: Large,138661,13256,Mid East,14801,Doctoral degree,No,7662,61,N/A,650,740,670,770,660,750,20918,No,40680,42280,43390,45470,6117
C0505,79,84,84,25,29,58,14,7891,13604,Private,City: Large,33559,4585,Mid East,1973,Doctoral degree,No,1392,81,Roman Catholic,540,627,560,640,,,5977,No,39350,40870,42430,43250,4004
C0506,1,2,3,,,,,,,Public,Suburb: Large,523,6131,Mid East,12817,Doctoral degree,No,33426,77,N/A,,,,,,,39557,No,6000,6168,6384,6552,26740
C0507,37,59,65,24,29,63,27,6160,9755,Public,Suburb: Large,6274,10699,Mid East,2772,Doctoral degree,No,3209,77,N/A,540,640,570,670,530,640,13908,No,9171,9467,9764,10068,11136
C0508,66,82,84,,,47,33,12333,26247,Public,Suburb: Large,12068,32199,Mid East,10614,Doctoral degree,No,5073,73,N/A,580,690,620,730,,,37272,No,8416,8655,8908,9162,26658
C0509,13,28,32,16,19,55,27,2241,4073,Public,Town: Fringe,5200,3601,Mid East,690,Doctoral degree,Yes,619,93,N/A,400,480,390,480,380,460,4220,No,6305,6482,6713,6998,3530
C0510,11,26,34,16,19,58,33,2764,4801,Public,City: Large,3328,6101,Mid East,1294,Doctoral degree,Yes,1445,95,N/A,410,490,410,490,390,480,7546,No,6727,6928,7012,7218,6252
C0511,61,65,66,17,23,67,13,3332,4943,Private,Town: Fringe,19251,1907,Mid East,499,Master's degree,No,333,100,Roman Catholic,500,600,490,580,490,590,2240,No,30350,31536,32954,34644,1741
C0512,45,51,53,20,23,50,25,416,838,Private,City: Large,17107,888,Mid East,1643,Doctoral degree,No,1989,99,Roman Catholic,470,590,460,560,,,2877,No,28350,29700,30850,32050,1234
C0513,47,64,67,22,26,55,25,4896,8912,Public,Suburb: Small,5455,7665,Mid East,639,Doctoral degree,No,978,88,N/A,540,610,540,620,530,610,8643,No,6908,7332,7700,8128,8004
C0514,71,78,79,25,30,72,29,1430,1985,Public,Suburb: Small,14712,1789,Mid East,39,Master's degree,No,69,72,N/A,570,670,540,650,540,650,1858,No,13630,14445,14773,14864,1819
C0515,10,15,17,,,,,,,Private,City: Large,,549,Mid East,43,Master's degree,No,531,93,N/A,,,,,,,1080,No,7920,7920,7920,9830,1037
C0516,56,63,63,,,81,45,277,342,Private,Suburb: Large,142620,486,Mid East,47,Master's degree,No,4,75,N/A,,,,,,,490,No,42192,43656,45004,46296,443
C0517,40,61,65,21,25,60,26,10710,17750,Public,City: Small,2990,17786,Mid East,3720,Doctoral degree,No,4713,75,N/A,490,580,500,590,500,580,22499,No,7656,7906,8132,8342,18779
C0518,,,,,,,,,,Private,Suburb: Large,1150,447,Mid East,591,Master's degree,No,144,,N/A,,,,,,,591,No,,,,,0
C0519,42,53,56,18,23,60,24,3169,5318,Private,Rural: Fringe,16880,3368,Mid East,439,Master's degree,No,1036,99,N/A,440,540,450,560,450,540,4404,No,22090,23636,25310,27082,3965
C0520,65,68,68,24,29,67,11,3185,4786,Private,Town: Distant,109212,1441,Mid East,29,Master's degree,No,71,93,N/A,520,640,520,640,510,610,1512,No,36738,38542,39944,41120,1483
C0521,64,72,72,21,27,76,20,2232,2942,Private,Suburb: Small,39288,1817,Mid East,1537,Master's degree,No,1412,99,N/A,500,600,500,610,,,3229,No,33280,34780,35800,36960,1692
C0522,28,42,45,16,21,68,26,1307,1928,Private,City: Midsize,2819,1722,New England,2144,Doctoral degree,No,1935,100,N/A,390,490,390,500,380,490,3657,No,26700,27902,29158,30040,1513
C0523,89,96,96,30,34,14,41,1132,7927,Private,Suburb: Large,930009,1785,New England,0,Bachelor's degree,No,0,65,N/A,670,760,680,770,670,760,1785,No,40862,42898,44610,46574,1785
C0524,43,47,47,,,78,15,1614,2081,Private,Rural: Fringe,2744,907,New England,397,Master's degree,No,633,100,Roman Catholic,,,,,,,1540,No,28204,29860,30676,32134,1143
C0525,70,73,73,,,74,15,3458,4659,Private,City: Midsize,33993,2192,New England,516,Master's degree,No,564,99,Roman Catholic,,,,,,,2756,No,31305,32545,33805,34975,2240
C0526,46,53,55,18,22,58,26,523,908,Private,Suburb: Large,16957,1588,New England,899,Master's degree,No,769,100,N/A,430,550,410,540,410,530,2357,No,25515,27045,28532,29959,1458
C0527,16,24,24,19,24,63,15,2462,3936,Private,City: Midsize,2496,1449,New England,0,Bachelor's degree,No,453,100,N/A,450,550,440,570,423,530,1902,No,26880,28490,30340,31500,1902
C0528,81,86,87,26,30,44,30,3281,7493,Private,City: Small,43423,4893,New England,1411,Doctoral degree,No,765,77,N/A,540,630,600,680,550,650,5658,No,37058,38328,39628,41110,4247
C0529,89,91,91,30,33,32,28,7905,24538,Private,City: Small,137445,12916,New England,4611,Doctoral degree,No,1393,59,Roman Catholic,620,710,650,740,640,730,14309,No,40542,42204,43878,45622,9698
C0530,80,84,84,26,30,46,19,20071,44006,Private,City: Large,43924,25797,New England,14246,Doctoral degree,No,6614,62,N/A,570,670,610,720,600,690,32411,No,39864,41420,42994,44880,18165
C0531,86,89,90,28,32,37,24,3517,9496,Private,City: Small,109992,5386,New England,2211,Doctoral degree,No,439,65,N/A,600,710,630,760,620,720,5825,No,40289,41860,44294,45856,3614
C0532,29,52,58,19,24,79,32,4653,5920,Public,Suburb: Large,2933,8473,New England,1652,Master's degree,No,2794,79,N/A,440,540,450,550,,,11267,No,7053,7552,8053,8053,9615
C0533,2,2,2,,,,,,,Private,City: Midsize,4666,1198,New England,2064,Doctoral degree,No,1916,33,N/A,,,,,,,3114,No,13240,13240,13240,13392,1050
C0534,76,80,81,,,62,18,3416,5551,Private,City: Midsize,96250,3153,New England,1171,Doctoral degree,No,398,89,N/A,,,,,,,3551,No,36420,37350,38450,39550,2380
C0535,35,44,45,16,20,67,14,4537,6780,Private,Suburb: Large,29310,2106,New England,225,Master's degree,No,968,95,N/A,420,515,420,520,,,3074,No,30815,32210,33465,34715,2849
C0536,41,54,58,17,24,56,31,525,941,Private,Suburb: Large,10706,1409,New England,157,Master's degree,No,69,100,Church of the Nazarene,410,550,410,530,400,540,1478,No,23772,25300,26884,27922,1321
C0537,80,81,81,26,30,48,22,3933,8198,Private,City: Large,27474,4375,New England,803,Master's degree,No,186,72,N/A,590,670,550,650,580,670,4561,No,31422,32728,34198,35730,3758
C0538,51,57,58,21,26,60,13,4006,6623,Private,City: Large,31821,1874,New England,260,Master's degree,No,562,99,Roman Catholic,500,590,500,590,510,600,2436,No,30765,32300,33650,34670,2176
C0539,65,69,70,21,25,72,24,2633,3675,Private,Suburb: Large,13758,2819,New England,2305,Doctoral degree,No,2210,94,N/A,480,570,500,590,480,570,5029,No,26248,27130,28166,28926,2724
C0540,4,4,40,,,63,16,1513,2412,Private,City: Large,,1229,New England,0,Bachelor's degree,No,701,86,N/A,370,460,360,460,,,1930,No,24600,25778,26775,27575,1930
C0541,20,44,50,18,22,72,30,2544,3528,Public,Suburb: Midsize,2349,3632,New England,2435,Master's degree,No,3048,90,N/A,440,540,450,550,430,530,6680,No,7800,8300,8710,8985,4245
C0542,33,47,51,19,25,52,29,2807,5433,Public,City: Small,4663,3982,New England,1845,Master's degree,No,2447,93,N/A,470,560,480,570,470,560,6429,No,7065,7580,8080,8080,4584
C0543,58,70,71,22,29,41,29,1657,4009,Private,Suburb: Large,20675,1768,New England,363,Master's degree,No,305,99,Interdenominational,516,653,499,639,507,648,2073,No,29458,30626,32100,33230,1710
C0544,56,65,66,,,64,20,1819,2856,Private,Suburb: Large,27750,1492,New England,0,Bachelor's degree,No,0,88,N/A,,,,,,,1492,No,41299,42900,44700,46625,1492
C0545,87,95,97,32,35,6,81,2047,35023,Private,City: Midsize,1392761,20370,New England,17763,Doctoral degree,No,7927,75,N/A,700,800,710,800,710,800,28297,No,38415,39851,39966,42292,10534
C0546,89,91,91,,,33,31,2346,7115,Private,City: Midsize,203172,2877,New England,0,Bachelor's degree,No,35,72,Roman Catholic,,,,,,,2912,No,39892,41488,43400,44272,2912
